Zotu56	gi|1034550763|emb|LT558153.1|	104759	Porites lobata	Porites lobata	Eukaryota	100.000	313	313	660	0	0	0	1	313	342	654	Porites lobata mitochondrial partial COI gene for cytochrome oxidase subunit 1, strain 1010	1.03e-160	579	100	100
Zotu56	gi|1034550761|emb|LT558152.1|	104759	Porites lobata	Porites lobata	Eukaryota	100.000	313	313	660	0	0	0	1	313	342	654	Porites lobata mitochondrial partial COI gene for cytochrome oxidase subunit 1, strain 1009	1.03e-160	579	100	100
Zotu56	gi|1034550753|emb|LT558148.1|	46720	Porites compressa	Porites compressa	Eukaryota	100.000	313	313	660	0	0	0	1	313	342	654	Porites compressa mitochondrial partial COI gene for cytochrome oxidase subunit 1, strain 1024	1.03e-160	579	100	100
Zotu56	gi|1034550751|emb|LT558147.1|	46720	Porites compressa	Porites compressa	Eukaryota	100.000	313	313	660	0	0	0	1	313	342	654	Porites compressa mitochondrial partial COI gene for cytochrome oxidase subunit 1, strain HM88	1.03e-160	579	100	100
Zotu56	gi|1034550749|emb|LT558146.1|	46720	Porites compressa	Porites compressa	Eukaryota	100.000	313	313	660	0	0	0	1	313	342	654	Porites compressa mitochondrial partial COI gene for cytochrome oxidase subunit 1, strain HM70	1.03e-160	579	100	100
Zotu70	gi|193084610|gb|EU795181.1|	542485	uncultured bacterium HF0070_02E07	uncultured bacterium HF0070_02E07	Bacteria	99.681	313	313	32590	1	0	0	1	313	24955	24643	Uncultured bacterium HF0070_02E07 genomic sequence	4.81e-159	573	100	100
Zotu74	gi|193084610|gb|EU795181.1|	542485	uncultured bacterium HF0070_02E07	uncultured bacterium HF0070_02E07	Bacteria	99.361	313	313	32590	2	0	0	1	313	24955	24643	Uncultured bacterium HF0070_02E07 genomic sequence	2.24e-157	568	100	100
Zotu78	gi|459938143|gb|KC594128.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	100.000	313	313	679	0	0	0	1	313	357	669	Bestiolina similis isolate 22BS1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.03e-160	579	100	100
Zotu78	gi|459938137|gb|KC594125.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	100.000	313	313	674	0	0	0	1	313	354	666	Bestiolina similis isolate 30BS1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.03e-160	579	100	100
Zotu78	gi|459938133|gb|KC594123.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	99.681	313	313	677	1	0	0	1	313	357	669	Bestiolina similis isolate 22BS3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.81e-159	573	100	100
Zotu78	gi|459938135|gb|KC594124.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	99.361	313	313	673	2	0	0	1	313	354	666	Bestiolina similis isolate 32BS3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	2.24e-157	568	100	100
Zotu78	gi|459938131|gb|KC594122.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	99.361	313	313	677	2	0	0	1	313	357	669	Bestiolina similis isolate 24BS4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	2.24e-157	568	100	100
Zotu78	gi|459938141|gb|KC594127.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	99.042	313	313	673	3	0	0	1	313	354	666	Bestiolina similis isolate 28BS1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.04e-155	562	100	100
Zotu78	gi|459938139|gb|KC594126.1|	1112348	Bestiolina similis	Bestiolina similis	Eukaryota	99.042	313	313	681	3	0	0	1	313	357	669	Bestiolina similis isolate 26BS2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.04e-155	562	100	100
Zotu82	gi|193084610|gb|EU795181.1|	542485	uncultured bacterium HF0070_02E07	uncultured bacterium HF0070_02E07	Bacteria	99.361	313	313	32590	2	0	0	1	313	24955	24643	Uncultured bacterium HF0070_02E07 genomic sequence	2.24e-157	568	100	100
Zotu84	gi|1693285113|ref|NC_042598.1|	1764286	Chloropicon sieburthii	Chloropicon sieburthii	Eukaryota	99.361	313	313	37591	2	0	0	1	313	30092	30404	Chloropicon sieburthii culture RCC:287 mitochondrion, complete genome	2.24e-157	568	100	100
Zotu84	gi|1609443509|gb|MK086003.1|	1764286	Chloropicon sieburthii	Chloropicon sieburthii	Eukaryota	99.361	313	313	37591	2	0	0	1	313	30092	30404	Chloropicon sieburthii mitochondrion, complete genome	2.24e-157	568	100	100
Zotu88	gi|295443090|gb|HM045291.1|	545072	Acartia negligens	Acartia negligens	Eukaryota	100.000	312	312	999	0	0	0	1	312	329	640	Acartia negligens voucher IOCAS:908_13.4 Acna cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial	3.70e-160	577	100	100
Zotu88	gi|194368947|gb|EU856813.1|	545072	Acartia negligens	Acartia negligens	Eukaryota	100.000	312	312	966	0	0	0	1	312	301	612	Acartia negligens haplotype armp55-1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	3.70e-160	577	100	100
Zotu88	gi|194368919|gb|EU856799.1|	545072	Acartia negligens	Acartia negligens	Eukaryota	100.000	312	312	966	0	0	0	1	312	301	612	Acartia negligens haplotype armp55-4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	3.70e-160	577	100	100
Zotu88	gi|194368917|gb|EU856798.1|	545072	Acartia negligens	Acartia negligens	Eukaryota	100.000	312	312	966	0	0	0	1	312	301	612	Acartia negligens haplotype armp55-3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	3.70e-160	577	100	100
Zotu91	gi|1693285172|ref|NC_042599.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	100.000	313	313	38736	0	0	0	1	313	30850	31162	Chloropicon roscoffensis culture RCC:1871 mitochondrion, complete genome	1.03e-160	579	100	100
Zotu91	gi|1609443617|gb|MK086006.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	100.000	313	313	38935	0	0	0	1	313	31254	31566	Chloropicon roscoffensis mitochondrion, complete genome	1.03e-160	579	100	100
Zotu91	gi|1609443546|gb|MK086004.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	100.000	313	313	38736	0	0	0	1	313	30850	31162	Chloropicon roscoffensis mitochondrion, complete genome	1.03e-160	579	100	100
Zotu133	gi|1693285113|ref|NC_042598.1|	1764286	Chloropicon sieburthii	Chloropicon sieburthii	Eukaryota	99.681	313	313	37591	1	0	0	1	313	30092	30404	Chloropicon sieburthii culture RCC:287 mitochondrion, complete genome	4.81e-159	573	100	100
Zotu133	gi|1609443509|gb|MK086003.1|	1764286	Chloropicon sieburthii	Chloropicon sieburthii	Eukaryota	99.681	313	313	37591	1	0	0	1	313	30092	30404	Chloropicon sieburthii mitochondrion, complete genome	4.81e-159	573	100	100
Zotu145	gi|226431177|gb|FJ859351.1|	296587	Micromonas commoda	Micromonas commoda	Eukaryota	100.000	313	313	47425	0	0	0	1	313	2928	3240	Micromonas sp. RCC299 mitochondrion, complete genome	1.03e-160	579	100	100
Zotu145	gi|226431177|gb|FJ859351.1|	296587	Micromonas commoda	Micromonas commoda	Eukaryota	100.000	313	313	47425	0	0	0	1	313	33378	33066	Micromonas sp. RCC299 mitochondrion, complete genome	1.03e-160	579	100	100
Zotu152	gi|2235062646|gb|OL703635.1|	1856765	Gephyrocapsa parvula	Gephyrocapsa parvula	Eukaryota	100.000	313	313	25330	0	0	0	1	313	15318	15630	Gephyrocapsa parvula strain RCC4034 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu152	gi|2235062625|gb|OL703634.1|	1856765	Gephyrocapsa parvula	Gephyrocapsa parvula	Eukaryota	100.000	313	313	27194	0	0	0	1	313	15317	15629	Gephyrocapsa parvula strain RCC4033 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu152	gi|2235062603|gb|OL703633.1|	1856766	Gephyrocapsa ericsonii	Gephyrocapsa ericsonii	Eukaryota	100.000	313	313	27198	0	0	0	1	313	15318	15630	Gephyrocapsa ericsonii strain RCC4032 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu152	gi|2235062472|gb|OL703627.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	29209	0	0	0	1	313	15317	15629	Emiliania huxleyi strain RCC4028 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu152	gi|2235062235|gb|OL703616.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	29024	0	0	0	1	313	15317	15629	Emiliania huxleyi strain CCMP371 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu152	gi|2235062451|gb|OL703626.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	99.681	313	313	29102	1	0	0	1	313	15317	15629	Emiliania huxleyi strain RCC4002 mitochondrion, partial genome	4.81e-159	573	100	100
Zotu152	gi|2235062386|gb|OL703623.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	99.681	313	313	28830	1	0	0	1	313	15317	15629	Emiliania huxleyi strain RCC1217 mitochondrion, partial genome	4.81e-159	573	100	100
Zotu152	gi|2235062364|gb|OL703622.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	99.681	313	313	28830	1	0	0	1	313	15317	15629	Emiliania huxleyi strain RCC1216 mitochondrion, partial genome	4.81e-159	573	100	100
Zotu152	gi|33114146|gb|AY342361.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	99.681	313	313	29013	1	0	0	1	313	15317	15629	Emiliania huxleyi mitochondrion, complete genome	4.81e-159	573	100	100
Zotu152	gi|2235062560|gb|OL703631.1|	1663125	Gephyrocapsa muellerae	Gephyrocapsa muellerae	Eukaryota	99.361	313	313	28985	2	0	0	1	313	15315	15627	Gephyrocapsa muellerae strain RCC3370 mitochondrion, partial genome	2.24e-157	568	100	100
Zotu179	gi|288956237|gb|GQ501510.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	98.101	316	316	495	6	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-31 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	2.28e-152	551	100	100
Zotu179	gi|288956202|gb|GQ501475.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	98.101	316	316	495	6	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-18 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	2.28e-152	551	100	100
Zotu179	gi|288956198|gb|GQ501471.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	98.101	316	316	495	6	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-1 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	2.28e-152	551	100	100
Zotu179	gi|288956267|gb|GQ501540.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	97.785	316	316	495	7	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-59 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	1.06e-150	545	100	100
Zotu179	gi|288956214|gb|GQ501487.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	97.785	316	316	494	7	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-17 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	1.06e-150	545	100	100
Zotu179	gi|288956188|gb|GQ501461.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	97.152	316	316	495	9	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-68 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	6.38e-148	536	100	100
Zotu179	gi|288956232|gb|GQ501505.1|	187300	uncultured dinoflagellate	uncultured dinoflagellate	Eukaryota	97.152	316	316	495	9	0	0	1	316	6	321	Uncultured dinoflagellate voucher S3-28 cytochrome c oxidase subunit I (COI) gene, partial sequence; mitochondrial	2.29e-147	534	100	100
Zotu191	gi|1693285448|ref|NC_042603.1|	1883388	Chloroparvula pacifica	Chloroparvula pacifica	Eukaryota	99.042	313	313	49744	3	0	0	1	313	29753	30065	Chloroparvula pacifica culture RCC:4656 mitochondrion, complete genome	1.04e-155	562	100	100
Zotu191	gi|1609443798|gb|MK086011.1|	1883388	Chloroparvula pacifica	Chloroparvula pacifica	Eukaryota	99.042	313	313	49744	3	0	0	1	313	29753	30065	Chloroparvula pacifica mitochondrion, complete genome	1.04e-155	562	100	100
Zotu207	gi|2211721242|gb|MT760738.1|	33658	Phaeocystis globosa	Phaeocystis globosa	Eukaryota	100.000	313	313	711	0	0	0	1	313	375	687	Phaeocystis globosa isolate JZW-1 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial	1.03e-160	579	100	100
Zotu207	gi|2211721250|gb|MT760742.1|	33658	Phaeocystis globosa	Phaeocystis globosa	Eukaryota	99.681	313	313	711	1	0	0	1	313	375	687	Phaeocystis globosa isolate JZW-4 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial	4.81e-159	573	100	100
Zotu211	gi|529950211|gb|KC287562.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	100.000	313	313	606	0	0	0	1	313	294	606	Clausocalanus furcatus voucher CfuSA51.9 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.03e-160	579	100	100
Zotu229	gi|1049568924|gb|KX650375.1|	557824	Oncaea scottodicarloi	Oncaea scottodicarloi	Eukaryota	98.083	313	313	704	6	0	0	1	313	368	680	Oncaea scottodicarloi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	1.05e-150	545	100	100
Zotu229	gi|959160511|gb|KP861447.1|	557824	Oncaea scottodicarloi	Oncaea scottodicarloi	Eukaryota	97.125	313	313	659	9	0	0	1	313	345	657	Oncaea scottodicarloi voucher P0139 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial	1.06e-145	529	100	100
Zotu249	gi|1678645830|ref|NC_042490.1|	1764295	Chloropicon primus	Chloropicon primus	Eukaryota	99.681	313	313	37892	1	0	0	1	313	30116	30428	Chloropicon primus culture CCMP:1205 mitochondrion, complete genome	4.81e-159	573	100	100
Zotu249	gi|1609443324|gb|MK085998.1|	1764295	Chloropicon primus	Chloropicon primus	Eukaryota	99.681	313	313	37892	1	0	0	1	313	30116	30428	Chloropicon primus mitochondrion, complete genome	4.81e-159	573	100	100
Zotu249	gi|308035569|dbj|AB491625.1|	1764295	Chloropicon primus	Chloropicon primus	Eukaryota	99.681	313	313	1334	1	0	0	1	313	378	690	Prasinophyceae sp. CCMP1205 mitochondrial cox1 mRNA for cytochrome c oxidase subunit 1, partial cds	4.81e-159	573	100	100
Zotu250	gi|1858626016|gb|MN849868.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG99 haplogroup Q1a mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858626002|gb|MN849867.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG98 haplogroup B4a1a1a mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625988|gb|MN849866.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG94 haplogroup P1d mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625974|gb|MN849865.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG93 haplogroup Q3a1 mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625960|gb|MN849864.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG91 haplogroup B4a1a1 mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625946|gb|MN849863.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG9 haplogroup E1a2a1 mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625932|gb|MN849862.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG88 haplogroup P3b mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625918|gb|MN849861.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG87 haplogroup P2 mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625904|gb|MN849860.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG84 haplogroup B4a1a1a1c mitochondrion, complete genome	3.70e-160	577	100	100
Zotu250	gi|1858625890|gb|MN849859.1|	9606	Homo sapiens	human	Eukaryota	100.000	312	312	16568	0	0	0	1	312	6296	6607	Homo sapiens isolate PNG83 haplogroup M27c mitochondrion, complete genome	3.70e-160	577	100	100
Zotu268	gi|319412263|gb|HQ840955.1|	227086	Bigelowiella natans	Bigelowiella natans	Eukaryota	100.000	313	313	36375	0	0	0	1	313	3777	4089	Bigelowiella natans culture-collection CCMP:621 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu268	gi|260766527|gb|GQ896380.1|	227086	Bigelowiella natans	Bigelowiella natans	Eukaryota	100.000	313	313	1569	0	0	0	1	313	447	759	Bigelowiella natans strain CCMP 2755 cytochrome oxidase subunit 1 gene, complete cds; mitochondrial	1.03e-160	579	100	100
Zotu270	gi|529950199|gb|KC287556.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	99.681	313	313	606	1	0	0	1	313	294	606	Clausocalanus furcatus voucher CfuSA51.10 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.81e-159	573	100	100
Zotu270	gi|2030824296|gb|MW807484.1|	2831307	Calanoida sp. KJ641	Calanoida sp. KJ641	Eukaryota	99.681	313	313	658	1	0	0	1	313	346	658	Calanoida sp. KJ641 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial	4.81e-159	573	100	100
Zotu270	gi|529950191|gb|KC287552.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	99.361	313	313	653	2	0	0	1	313	341	653	Clausocalanus furcatus voucher CfuL2364 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	2.24e-157	568	100	100
Zotu270	gi|529950193|gb|KC287553.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	99.042	313	313	642	3	0	0	1	313	330	642	Clausocalanus furcatus voucher CfuL2373 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	1.04e-155	562	100	100
Zotu270	gi|529950205|gb|KC287559.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	620	4	0	0	1	313	308	620	Clausocalanus furcatus voucher CfuSA51.4 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu270	gi|529950203|gb|KC287558.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	620	4	0	0	1	313	308	620	Clausocalanus furcatus voucher CfuSA51.3 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu270	gi|529950201|gb|KC287557.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	620	4	0	0	1	313	308	620	Clausocalanus furcatus voucher CfuSA51.2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu270	gi|529950197|gb|KC287555.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	620	4	0	0	1	313	308	620	Clausocalanus furcatus voucher CfuSA51.1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu270	gi|295443250|gb|HM045371.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	1096	4	0	0	1	313	372	684	Clausocalanus furcatus voucher IOCAS:06kfp53 clf6 cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu270	gi|295443248|gb|HM045370.1|	149001	Clausocalanus furcatus	Clausocalanus furcatus	Eukaryota	98.722	313	313	1103	4	0	0	1	313	371	683	Clausocalanus furcatus voucher IOCAS:06kfp53 clf1 cytochrome oxidase subunit I (COX1) gene, partial cds; mitochondrial	4.84e-154	556	100	100
Zotu275	gi|1693285172|ref|NC_042599.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	99.681	313	313	38736	1	0	0	1	313	30850	31162	Chloropicon roscoffensis culture RCC:1871 mitochondrion, complete genome	4.81e-159	573	100	100
Zotu275	gi|1609443617|gb|MK086006.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	99.681	313	313	38935	1	0	0	1	313	31254	31566	Chloropicon roscoffensis mitochondrion, complete genome	4.81e-159	573	100	100
Zotu275	gi|1609443546|gb|MK086004.1|	1461544	Chloropicon roscoffensis	Chloropicon roscoffensis	Eukaryota	99.681	313	313	38736	1	0	0	1	313	30850	31162	Chloropicon roscoffensis mitochondrion, complete genome	4.81e-159	573	100	100
Zotu285	gi|226431177|gb|FJ859351.1|	296587	Micromonas commoda	Micromonas commoda	Eukaryota	98.083	313	313	47425	6	0	0	1	313	2928	3240	Micromonas sp. RCC299 mitochondrion, complete genome	1.05e-150	545	100	100
Zotu285	gi|226431177|gb|FJ859351.1|	296587	Micromonas commoda	Micromonas commoda	Eukaryota	98.083	313	313	47425	6	0	0	1	313	33378	33066	Micromonas sp. RCC299 mitochondrion, complete genome	1.05e-150	545	100	100
Zotu300	gi|2235062494|gb|OL703628.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	30631	0	0	0	1	313	15318	15630	Emiliania huxleyi strain RCC4030 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu300	gi|2235062321|gb|OL703620.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	28689	0	0	0	1	313	15087	15399	Emiliania huxleyi strain M217 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu300	gi|2235062278|gb|OL703618.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	28462	0	0	0	1	313	15317	15629	Emiliania huxleyi strain EH2 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu300	gi|2235062213|gb|OL703615.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	27348	0	0	0	1	313	15320	15632	Emiliania huxleyi strain AWI1516 mitochondrion, partial genome	1.03e-160	579	100	100
Zotu300	gi|336286117|gb|JN022704.1|	2903	Emiliania huxleyi	Emiliania huxleyi	Eukaryota	100.000	313	313	28660	0	0	0	1	313	15320	15632	Emiliania huxleyi culture-collection CCMP:1516 mitochondrion, complete genome	1.03e-160	579	100	100
Zotu300	gi|2235062646|gb|OL703635.1|	1856765	Gephyrocapsa parvula	Gephyrocapsa parvula	Eukaryota	99.361	313	313	25330	2	0	0	1	313	15318	15630	Gephyrocapsa parvula strain RCC4034 mitochondrion, partial genome	2.24e-157	568	100	100
Zotu300	gi|2235062625|gb|OL703634.1|	1856765	Gephyrocapsa parvula	Gephyrocapsa parvula	Eukaryota	99.361	313	313	27194	2	0	0	1	313	15317	15629	Gephyrocapsa parvula strain RCC4033 mitochondrion, partial genome	2.24e-157	568	100	100
