representative,taxID,id_method,taxon,rank,score,kingdom,phylum,class,order,family,genus,species,path,scores,reason,NNtaxID,NNtaxon,NNrank,NNdistance
Zotu101,6833,insect,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,21221212222,ddddddddddd,2,119369,Neocalanus flemingeri,species,0.0291
Zotu102,1206795,insect,Lophotrochozoa,clade,1,Metazoa,,,,,,,2.12211E+14,ddddddd6ddddddd,2,1112430,Leucauge celebesiana,species,0.0784
Zotu103,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddbddddddddddd,3,127148,Caecitellus parvulus,species,0.0885
Zotu104,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddddd,3,1132513,Euduboscquella crenulata,species,0.0786
Zotu105,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,3,119369,Neocalanus flemingeri,species,0.0248
Zotu106,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddd=ddddddddddd,3,27940,Gloeodinium viscum,species,0.1077
Zotu107,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddadddddd,2,77300,Margalefidinium polykrikoides,species,0.0797
Zotu108,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,1930190,Suillus alpinus,species,0.014
Zotu109,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,696961,Chrysochromulina strobilus,species,0.0054
Zotu110,41873,insect,Mamiellaceae,family,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,NA,NA,-1,13608,Mantoniella squamata,species,0.0101
Zotu111,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0856
Zotu112,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,696961,Chrysochromulina strobilus,species,0.0054
Zotu113,131567,insect,cellular organisms,no rank,1,,,,,,,,212212122,ddddddddd,2,84301,Calanus pacificus,species,0.0444
Zotu114,296587,insect,Micromonas commoda,species,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,Micromonas commoda,NA,NA,-1,296587,Micromonas commoda,species,0
Zotu115,33090,insect,Viridiplantae,kingdom,1,Viridiplantae,,,,,,,1111211111,dddddddddd,2,3161,Tetraselmis subcordiformis,species,0.0215
Zotu116,6833,insect,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,21221212222,ddddddddddd,2,298513,Exumella mediterranea,species,0.038
Zotu117,1,insect,root,no rank,1,,,,,,,,22121,ddddd,3,1486022,Azadinium dexteroporum,species,0.0746
Zotu118,33634,insect,Stramenopiles,clade,1,,,,,,,,2.21221E+15,dddddddddddddddd,2,87105,Thraustochytrium multirudimentale,species,0.0469
Zotu119,35677,insect,Pelagomonas calceolata,species,NA,,,Pelagophyceae,Pelagomonadales,,Pelagomonas,Pelagomonas calceolata,NA,NA,-1,35677,Pelagomonas calceolata,species,0
Zotu120,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,dddddcddddddddddd,3,1655527,Plagiodinium ballux,species,0.094
Zotu121,131567,insect,cellular organisms,no rank,1,,,,,,,,2.22112E+15,dddddddddddddddd,2,36754,Geodia neptuni,species,0.0201
Zotu122,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0294
Zotu123,131567,insect,cellular organisms,no rank,0.9835,,,,,,,,22122122,dddddddb,3,230412,Pirsonia diadema,species,0.0609
Zotu124,1883388,insect,Chloroparvula pacifica,species,NA,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloroparvula,Chloroparvula pacifica,NA,NA,-1,1883388,Chloroparvula pacifica,species,0
Zotu125,3041,insect,Chlorophyta,phylum,NA,Viridiplantae,Chlorophyta,,,,,,NA,NA,-1,1764295,Chloropicon primus,species,0.0021
Zotu126,41873,insect,Mamiellaceae,family,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,NA,NA,-1,296587,Micromonas commoda,species,0.0031
Zotu127,41873,insect,Mamiellaceae,family,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,NA,NA,-1,564608,Micromonas pusilla CCMP1545,strain,0.0098
Zotu128,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,131567,cellular organisms,no rank,0
Zotu129,2759,insect,Eukaryota,superkingdom,1,,,,,,,,22121111,dddddddd,2,79894,Cryptoperidiniopsis brodyi,species,0.0979
Zotu130,60594,insect,Gyrodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,,NA,NA,-1,60594,Gyrodinium,genus,0
Zotu131,73028,insect,Prymnesiales,order,NA,,Haptophyta,,Prymnesiales,,,,NA,NA,-1,418974,Chrysochromulina parkeae,species,0.0121
Zotu132,6072,insect,Eumetazoa,clade,0.8284,Metazoa,,,,,,,2.12212E+13,ddddddddcddddS,2,1109198,Doridicola agilis,species,0.0227
Zotu133,33634,insect,Stramenopiles,clade,1,,,,,,,,2.21221E+14,ddddddddddddddd,2,87105,Thraustochytrium multirudimentale,species,0.0484
Zotu134,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddd\d,3,70448,Ostreococcus tauri,species,0.09
Zotu135,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddaddddddddddd,3,127148,Caecitellus parvulus,species,0.0884
Zotu136,6072,insect,Eumetazoa,clade,1,Metazoa,,,,,,,212212121,ddddddddd,4,1109198,Doridicola agilis,species,0.039
Zotu137,46946,insect,Geminigera,genus,NA,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,,NA,NA,-1,46947,Geminigera cryophila,species,0.0124
Zotu138,2759,insect,Eukaryota,superkingdom,0.9998,,,,,,,,2.21211E+13,dddddddddddddd,2,107757,Gymnodinium aureolum,species,0.0378
Zotu139,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+19,dddddddddddddddddd[d,2,66465,Tripos tenuis,species,0.1306
Zotu140,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2122121221,dddddddddd,2,72035,Lepeophtheirus,genus,0.0718
Zotu141,3041,insect,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,,1.11121E+12,ddddddddddddd,2,36894,Pyramimonas parkeae,species,0.0207
Zotu142,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddddddddddddddd,3,219809,Pseudomyrmex gracilis,species,0.1148
Zotu143,6833,insect,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,21221212222,ddddddddddd,2,248751,Subeucalanus pileatus,species,0.0478
Zotu144,131567,insect,cellular organisms,no rank,0.8172,,,,,,,,212212122,ddddddddR,2,1109190,Astericola clausii,species,0.0583
Zotu145,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,5303,Polyporales,order,0.0067
Zotu146,230408,insect,Pirsonia,genus,NA,,,,Pirsoniales,,Pirsonia,,NA,NA,-1,230411,Pirsonia verrucosa,species,0.0047
Zotu147,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddbdddddddddddddd,2,407301,Karlodinium veneficum,species,0.0829
Zotu148,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddddddd^dddddd,2,393032,Ichthyodinium chabelardi,species,0.0865
Zotu149,33090,insect,Viridiplantae,kingdom,1,Viridiplantae,,,,,,,1111211111,dddddddddd,2,3161,Tetraselmis subcordiformis,species,0.0215
Zotu150,119367,insect,Neocalanus,genus,NA,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,,NA,NA,-1,119369,Neocalanus flemingeri,species,0.0187
Zotu151,1472647,insect,Paragymnodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,,NA,NA,-1,409284,Paragymnodinium shiwhaense,species,0.0195
Zotu152,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0808
Zotu153,6833,insect,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,21221212222,ddddddddddd,2,248751,Subeucalanus pileatus,species,0.0478
Zotu154,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddYdddddd,2,2945,Prorocentrum micans,species,0.0846
Zotu155,46946,insect,Geminigera,genus,NA,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,,NA,NA,-1,46947,Geminigera cryophila,species,0.0094
Zotu156,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.12212E+13,dddddddddddddd,4,863615,Theatops erythrocephalus,species,0.127
Zotu157,6072,insect,Eumetazoa,clade,0.9779,Metazoa,,,,,,,212212121,ddddddddb,2,1109190,Astericola clausii,species,0.0482
Zotu158,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,dddddbddddcdddddddddddddd,2,46947,Geminigera cryophila,species,0.0436
Zotu159,418964,insect,Prymnesium chiton,species,NA,,Haptophyta,,Prymnesiales,Prymnesiaceae,Prymnesium,Prymnesium chiton,NA,NA,-1,418964,Prymnesium chiton,species,0
Zotu160,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+17,dddddddddddd[6dddd,2,471943,Pyramimonas gelidicola,species,0.0484
Zotu161,131567,insect,cellular organisms,no rank,1,,,,,,,,22122122,dddddddd,3,230409,Pirsonia formosa,species,0.0556
Zotu162,2864,insect,Dinophyceae,class,0.9919,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddc,2,60594,Gyrodinium,genus,0.0222
Zotu163,131567,insect,cellular organisms,no rank,0.918,,,,,,,,22122122,ddddddd\,3,114254,Rhizidiomyces apophysatus,species,0.0588
Zotu164,66472,insect,Pentapharsodinium,genus,NA,,,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,,NA,NA,-1,66473,Pentapharsodinium tyrrhenicum,species,0.0087
Zotu165,38832,insect,Micromonas,genus,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Micromonas,,NA,NA,-1,38833,Micromonas pusilla,species,0.0198
Zotu166,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddcddddddddddd,2,1492817,Colponema vietnamica,species,0.0978
Zotu167,31265,insect,Acoela,order,1,Metazoa,Xenacoelomorpha,,Acoela,,,,2.21212E+17,dddddddddddddddddd,3,66286,Philomecynostomum lapillum,species,0.0927
Zotu168,363325,insect,Blastodinium contortum,species,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,Blastodinium contortum,NA,NA,-1,363325,Blastodinium contortum,species,0
Zotu169,157684,insect,Karlodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,,NA,NA,-1,407301,Karlodinium veneficum,species,0.0159
Zotu170,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0843
